a,1,10302,0,116356.7
a,1,10806,0,2638682
a,1,11008,0,965928.9
a,1,11210,0,8829340
a,1,13362,0,124592.1
a,1,13609,0,188126.1
a,1,13629,0,125325.3
a,1,14801,0,133534.9
a,1,16209,0,6433764
a,1,19012,0,8795544
a,1,19013,0,290018.7
a,1,19213,0,2639075
a,1,19405,0,130805.9
a,1,20436,0,137891.6
a,1,22412,0,6264651
a,1,22613,0,149112.3
a,1,28412,0,1.579453E+07
a,1,28606,0,825305.4
a,1,28613,0,276992.9
a,1,29303,0,165584.5
a,2,11659,1,199031.2
a,2,12299,1,188033.3
a,2,18251,1,187112.6
a,2,22281,1,183837
a,2,22627,1,223613.7
a,2,22961,1,190908.8
a,2,24016,1,252332.7
a,2,26812,1,247409.6
a,2,26819,1,779767.3
a,2,28189,1,222572.5
a,2,28911,1,187325.5
a,2,29615,1,916449.4
a,2,30412,1,403242.7
a,2,32146,1,223538.1
a,2,32597,1,193678.1
a,2,33014,1,862899.9
a,2,33215,1,329340.7
a,2,33403,1,193838.5
a,2,33417,1,213311.6
a,2,36016,1,1251256
a,2,36217,1,892934.1
a,2,38416,1,178247.5
a,2,38819,1,2391209
a,2,38900,1,195938.2
a,2,39020,1,1042186
a,2,39222,1,438507.6
a,2,39423,1,242331.3
a,2,41418,1,239079.7
a,2,41622,1,1225317
a,2,41824,1,825565.2
a,2,44221,1,498809.6
a,2,44423,1,1098996
a,2,44624,1,5296213
a,2,44826,1,1152088
a,2,47427,1,5933035
a,2,47629,1,7113061
a,2,47830,1,8525615
a,2,48031,1,435879.2
a,2,48221,1,291217
a,2,50230,1,365772
a,2,50432,1,2745217
a,2,50634,1,6389041
a,2,50834,1,890422.5
a,2,58757,1,205817.2
a,2,60032,1,246141.8
a,2,62634,1,433910.6
a,2,63037,1,3128822
a,2,63238,1,248328.5
a,2,65233,1,385992.1
a,2,65840,1,354247
a,2,68439,1,2608877
a,2,68640,1,291779.9
a,2,68842,1,316060.3
a,2,71645,1,9623328
a,2,71847,1,6926035
a,2,72048,1,1240976
a,2,74852,1,9535404
a,2,74861,1,461642.9
a,2,75052,1,2574975
a,3,21014,2,5146.359
a,3,21200,2,2986.261
a,3,21417,2,3049.047
a,3,21608,2,4950390
a,3,21808,2,24784.38
a,3,21809,2,332897.7
a,3,21812,2,34161.5
a,3,22004,2,61312.77
a,3,22012,2,843319
a,3,22203,2,3901.463
a,3,22212,2,56538.02
a,3,22405,2,4934.775
a,3,22410,2,233452.8
a,3,22607,2,305968.7
a,3,22611,2,12359.96
a,3,22803,2,17525.56
a,3,22807,2,16268.61
a,3,23414,2,3238.954
a,3,23812,2,12207.92
a,3,23817,2,5082.354
a,3,24011,2,113444
a,3,24013,2,3781.117
a,3,24211,2,4070.684
a,3,24407,2,13066.47
a,3,24412,2,2896.195
a,3,24608,2,50058.21
a,3,24804,2,72540.12
a,3,24810,2,57448.04
a,3,25011,2,4997.482
a,3,25206,2,34319.11
a,3,25213,2,168892.6
a,3,25407,2,16890.78
a,3,25410,2,36521.21
a,3,25414,2,6568.996
a,3,26411,2,14853.15
a,3,26612,2,31104.13
a,3,26814,2,4821.33
a,3,27606,2,18977.99
a,3,27810,2,3678.856
a,3,28009,2,1775309
a,3,28210,2,875035.4
a,3,28411,2,39657.56
a,3,28519,2,3669.996
a,3,29214,2,9635.863
a,3,29415,2,14357.8
a,3,29610,2,3722.448
a,3,30812,2,1685055
a,3,31013,2,106367.3
a,3,31202,2,577948.9
a,3,31208,2,243134.8
a,3,31215,2,1077547
a,3,31403,2,38701.49
a,3,31408,2,16299.67
a,3,31412,2,32404.24
a,3,31416,2,78571.11
a,3,31614,2,5240.746
a,3,32211,2,19490.16
a,3,32610,2,4703.825
a,3,33414,2,20168.69
a,3,34011,2,25714.82
a,3,34014,2,3255.979
a,3,35216,2,11604.65
a,3,35612,2,67763.52
a,3,36197,2,3131.808
a,3,36815,2,33802.13
a,3,37011,2,10589.94
a,3,39812,2,5016.802
a,3,40013,2,3855.748
a,3,40215,2,191698.7
a,3,40416,2,28464.79
a,3,40614,2,16721.64
a,3,40618,2,3613.378
a,3,42414,2,317246.1
a,3,42614,2,55460.54
a,3,43011,2,18657.7
a,3,45814,2,35271.21
a,3,46016,2,132724.9
a,3,46216,2,19493.84
a,3,46763,2,3591.173
a,3,49020,2,46692.74
a,3,62809,2,2944.361
a,3,64561,2,2824.48
a,3,73888,2,2961.116
a,3,74211,2,2853.242
a,3,96405,2,3417.256
a,3,98236,2,2936.813
a,3,110989,2,2994.824
a,3,115852,2,3670.945
a,4,10204,3,449902.3
a,4,12673,3,162899.7
a,4,14205,3,914028.4
a,4,14803,3,294609
a,4,15004,3,1883312
a,4,15240,3,151758.4
a,4,15803,3,191181.6
a,4,16360,3,167587.5
a,4,19005,3,1148500
a,4,19804,3,219233.7
a,4,22606,3,269178.3
a,4,22608,3,5793799
a,4,24604,3,4.703862E+07
a,4,24607,3,8201729
a,4,24805,3,1959734
a,4,32611,3,320234.9
a,4,33014,3,3.466354E+07
a,4,33215,3,2569361
a,4,45909,3,260407.5
a,4,47872,3,192581.3
a,4,71627,3,2600962
a,4,71828,3,766030.9
a,4,75229,3,3295125
a,4,75430,3,770027.1
a,5,10068,4,21385.83
a,5,10806,4,210292
a,5,11008,4,1344251
a,5,12939,4,20342.81
a,5,13206,4,57023.19
a,5,13408,4,213735.2
a,5,13809,4,117400.6
a,5,14013,4,133163.4
a,5,14408,4,157056.6
a,5,15561,4,23282.47
a,5,16612,4,56113.9
a,5,17631,4,24746.02
a,5,18810,4,185395.7
a,5,19408,4,50721.95
a,5,22009,4,176285.1
a,5,22211,4,144679.6
a,5,22415,4,53379.53
a,5,25611,4,31015.13
a,5,28009,4,2666944
a,5,28209,4,63593.02
a,5,31611,4,688672.3
a,6,10280,5,484186.4
a,6,11687,5,520395.7
